resource_code,resource_name,resource_type,common_name,unit,price_median,price_min,price_max,price_mean,variant_count,currency,usage_count,tech_group,variable_parts_sample
RINE-ME-KAME-KAPU,Tubing plugs,abstract_material,Plug,pcs,20.47,14.27,45.68,26.81,3,EUR,88,NETO-KANE-KAKARI,"cast iron tubing, diameter M100x4 • cast iron tubing, diameter M60x4 • cast iron, external hexagon socket, 2"" thread, height 62 mm"
KAME-LI-MELI-KANE,Cutting discs,abstract_material,,pcs,672.35,0.72,5010.08,1115.32,21,EUR,87,SATO-KARI-MESAKA,"Diamond blade for wall saws, diameter 1000 mm • Diamond blade for wall saws, diameter 1200 mm • Diamond blade for wall saws, diameter 1500 mm • Diamond blade for wall saws, diameter 1600 mm • Diamond "
KAME-LI-MESA-KARI,Anchor bolts,abstract_material,"Anchor bolt with steel friction wedging nut, with external thread M20, diameter 28 mm, length 60 mm",pcs,50.58,50.58,50.58,50.58,1,EUR,85,SAME-KANE-KATOME,
KARI-RI-KAPU-KAME,Sand ballast,abstract_material,Ballast,m3,51.39,31.86,70.92,51.39,2,EUR,83,KAVO-KAME-KAKANE,gravel • sand
KAME-TO-KASA-MENE,Reagents,abstract_material,,kg,4413.13,337.76,11545.75,6077.83,1,EUR,82,SARI-KAVO-KAKALI,"Calcium babbitt • Liquid calcium chloride • Technical calcium chloride, grade I • Calcium carbide for 50/80 pieces"
KAVO-ME-KARI-KANE,Cast iron manhole covers,abstract_material,,pcs,129.54,32.03,4316.22,509.06,17,EUR,82,TONE-KAPU-KALIRI,"Block with two polymer-coated galvanized steel louver grilles for ventilation windows, block dimensions 1000x1000x40 mm • Additional steel hatch cover with three locking devices, height 90 mm, diamete"
KARI-RI-KAPU-KATO,Sand-gravel mixture or crushed stone-sand mixture with optimal particle size distribution,abstract_material,Sand and gravel mixture,m3,42.92,29.65,48.77,40.58,6,EUR,82,KASA-KAME-KAKARI,enriched with 15-25% gravel content • enriched with 25-35% gravel content • enriched with 35-50% gravel content • enriched with 50-65% gravel content • enriched with 65-75% gravel content • natural
KASA-ME-KAVO-KAME,Reinforced concrete blocks,abstract_material,,m3,727.01,328.31,2641.0,896.2,21,EUR,80,MEVO-KAPU-KARIVO,"Reinforced concrete blocks for round pipes and trays, volume up to ME.TO m3, concrete B30, reinforcement consumption up to 50 kg/m3 • Reinforced concrete blocks for stair landings, volume up to KA.LI "
KAME-PU-KAME-KAME,Column shoes for casing pipes,abstract_material,Steel column shoe with thread,pcs,744.76,278.2,1820.27,806.07,9,EUR,79,TOTO-MEPU-KAKAME,"(OTTM, OTTG, BTS), outer diameter of shoe 133 mm, height of shoe 244 mm, nominal diameter of casing pipes 114 mm • (OTTM, OTTG, BTS), outer shoe diameter 159 mm, shoe height 256 mm, nominal casing dia"
METO-ME-KAME-KAME,Decorative mortar (with stone chips),abstract_material,"Cement-based decorative mixture with marble (granite) chips, size ME-ME.SA mm",m3,127.6,127.6,127.6,127.6,1,EUR,79,MELI-KARI-KAMEME,
MERI-RI-KATO-MESA,Insulation,abstract_material,Elastic felt made of mineral wool on a synthetic binder,m3,118.65,118.65,118.65,118.65,1,EUR,77,KADX-KATO-KAKARI,
KAME-LI-MESA-KALI,Fastening products,abstract_material,"Galvanized steel dowel nails with washers, diameter PU.SA mm, length",kg,6.68,6.68,6.68,6.68,2,EUR,77,SAME-KAPU-KAKATO,30-50 mm • 60 mm
RIPU-TO-KAPU-MERI,Pipes made of other polymers,abstract_material,Hose,m,1208.91,235.29,9033.54,1561.38,178,EUR,77,TOVO-KAME-KAKAVO,"Low-pressure flexible polymer, three-layer, polyethylene-based, reinforced with aramid-polyester fabric, for pipeline restoration, diameter 150 mm • Low-pressure flexible polymer, three-layer, polyeth"
KAVO-PU-KAME-KAME,Anchors,abstract_material,Steel foundation anchor bolts complete with two nuts,pcs,4872.44,2034.64,6004.39,4357.44,1,EUR,76,MEPU-KARI-KAKARI,"M12 and M12 washers, type 1, diameter M12 • M16 and M16 washers, type 1, diameter M16 • M20 and M20 washers, type 1, diameter M20 • M24 and M24 washers, type 1, diameter M24 • M30 and M30 washers, typ"
KAME-VO-KARI-KANE,Sheet glass,abstract_material,,m2,13.83,7.09,39.93,15.99,12,EUR,76,MERI-KAME-KAKAME,"Low-emissivity soft-coated sheet glass, non-tempered, based on colorless glass with standard light transmittance, normal emission coefficient KA.KATO-KA.KASA, light transmittance coefficient not less "
RIRI-RI-KAME-KAPU,Pin insulators,abstract_material,Linear pin insulators,pcs,619.14,31.19,1716.48,855.33,1,EUR,76,NEME-KASA-KAKAME,RF-10 • RFO-12 • TF-12 • TF-16 • TF-20 • porcelain RFO-16 • porcelain SHF 10-G • porcelain SHF 20-G • porcelain SHF-10 MO
RISA-ME-KASA-KARI,Railway track pads,abstract_material,,t,5590.09,1295.76,7104.79,4454.76,7,EUR,75,NEKA-MEPU-KAKAME,"SK-50 separate fastening pads for R-50 rails • Pads for narrow-gauge railways with spike fastening, type D-43 • Pads for broad-gauge railways with spike fastening, type D-50 • Pads for broad-gauge rai"
KAME-NE-KAME-KARI,Plasterboard sheets,abstract_material,Plasterboard sheets,m2,4.52,2.73,7.19,4.62,24,EUR,75,RIVO-MEME-KAMETO,"glass fiber reinforced, thickness 15 mm • glass fiber reinforced, thickness 6 mm • moisture resistant windproof, thickness DX.SA mm • moisture resistant GKLV, thickness MERI.SA mm • moisture resistant"
RISA-ME-KANE-MESA,Switch points,abstract_material,Switch transfer,set,77606.61,51318.73,258274.86,103773.74,16,EUR,75,NEKA-MERI-KARILI,"double crossover, track gauge 1520 mm, rail type P65, grade 1/9, project RIRIMESA.KAKA.KAKAKA • double, track gauge 1520 mm, rail type P50, grade 1/9, project MENERITO.KAKA.KAKAKA-KATO • single with r"
MEPU-PU-KAME-KARI,Acrylic-based primers,abstract_material,,kg,15.77,2.97,2082.84,433.73,6,EUR,71,RIVO-KAME-KAKARI,"Acrylic anti-corrosion film-forming primer for protecting the surface of metal, concrete, and reinforced concrete structures from the effects of ultraviolet radiation and atmospheric precipitation, co"
MEDX-ME-KAME-KATO,Metal air ducts,abstract_material,Galvanized air ducts,m2,25.8,18.5,35.16,25.39,49,EUR,71,TONE-KALI-KADXLI,"steel with tire and corners, straight section, thickness KA.LI mm, perimeter 1000 mm • steel with tire and corners, straight section, thickness KA.LI mm, perimeter 1100 mm • steel with tire and corner"
KAME-RI-KATO-KALI,Bitumen emulsion,abstract_material,Emulsion,t,566.82,558.22,615.59,576.86,4,EUR,70,SAPU-MEVO-KAKANE,bitumen-road • bitumen-cationic EBDK B • bitumen-cationic EBDK M • bitumen-cationic EBDK C
KAPU-TO-KARI-METO,Cement-sand mixtures,abstract_material,"Dry cement-sand plaster mixes for concrete, cement, ceramic, and brick surfaces, B15 (M200), F100, W",m3,0.81,0,356.79,88.67,2,EUR,70,MELI-KATO-KARISA,"lime-cement masonry, class B0.75 (M15) • lime-cement masonry, class B1.5 (M25) • lime-cement masonry, class B3.5 (M50) • lime-cement masonry, class B5 (M75) • cement-sand masonry, class B1.5 (M25) • c"
RISA-ME-KASA-KAVO,Rail sleeper grid on reinforced concrete sleepers,abstract_material,,1000 m,22.61,1.61,23.42,18.41,1,EUR,70,SADX-KALI-KAKAME,"Loading onto a motor vehicle: materials transported in bags and packages, with a weight of 81 to 102 kilograms per unit • Unloading from a motor vehicle: materials transported in bags and packages, wi"
KASA-ME-KASA-MEME,Reinforced concrete piles,abstract_material,Piles-columns,m3,587.46,419.61,755.3,587.46,2,EUR,68,MEVO-KAME-MEVOME,"reinforced concrete, volume up to KA.VO m3, concrete B22.5, reinforcement consumption from 250 to 300 kg/m3 • reinforced concrete with a continuous square cross-section, volume up to ME.LI m3, concret"
MEPU-TO-KARI-KAME,Water-based paint,abstract_material,Water-dispersion acrylate paint,t,3029.38,2068.24,4402.56,2996.05,7,EUR,68,RIVO-KAPU-KAMERI,VD-AK-101 • VD-AK-104 • VD-AK-111 • VD-AK-201 • VD-AK-205 • VD-AK-224 • VD-AK-24
KAPU-TO-KAME-MEKA,Grout solution,abstract_material,,m3,67.53,9.12,218.13,112.53,1,EUR,68,MELI-KARI-KARIKA,Transportation of Class I cargo by pipe transport vehicles with a carrying capacity of up to 20 tons on dirt roads and winter roads for a distance of 1 km • Transportation of Class I cargo by pipe tra
KAME-PU-KARI-KARI,Rock cutters,abstract_material,Cutter,pcs,32.0,6.51,1701.79,478.55,6,EUR,66,SATO-KARI-MEDXKA,"for tunneling complexes, length 224 mm, height 130 mm, working area length 144 mm, working area width 100 mm • for rock soil, round with a cobalt tip, cutter head diameter 50 mm, cutter height 130-132"
RITO-TO-KAME-KAPU,Seamless casing pipes with triangular threads,abstract_material,"Seamless casing pipes made of Group D steel, with short and normal thread length, with threaded coup",m,385.02,348.02,422.01,385.02,2,EUR,66,TOTO-KAPU-KAPUKA,"377 mm, wall thickness 11 mm • 426 mm, wall thickness 12 mm"
KAVO-TO-MEKA-KARI,Shaped profiles for sheet pile piles,abstract_material,Hot-rolled shaped profiles for L5-UM sheet piles made of C255 steel,t,2920.28,2920.28,2920.28,2920.28,1,EUR,66,MESA-MERI-KAMEME,
RIPU-RI-KAPU-KARI,Fiberglass pressure pipes,abstract_material,Fiberglass pipes,m,1295.53,131.98,10133.4,1965.9,251,EUR,66,TOTO-KADX-KARIPU,"non-pressure socket sewer pipes, nominal pressure KA.ME MPa, ring stiffness 10,000 N/m2, nominal diameter 1,000 mm • non-pressure sewer pipes with sockets, nominal pressure KA.ME MPa, ring stiffness 1"
KAME-SA-KAME-KATO,Retroreflective glass beads,abstract_material,,kg,2.41,2.07,41.52,9.48,11,EUR,66,NESA-KANE-KAKARI,"Liquid hardener for cold plastic, mechanical application • Powder hardener for cold plastic, manual application • Spray plastic (powder) for road marking based on synthetic resins with mineral fillers"
KAVO-TO-KASA-KARI,"Hot-rolled carbon steel sheet, thickness 4-6 mm",abstract_material,Rolled sheet metal,t,2140.75,1380.04,2892.21,2122.37,25,EUR,65,METO-KARI-KAPUNE,"hot-rolled, steel grade 09G2S, 12G2S, width 1200-3000 mm, thickness 1-8 mm • hot-rolled, steel grade 09G2S, 12G2S, width 1200-3000 mm, thickness 14-24 mm • hot rolled, steel grade 09G2S, 12G2S, width "
KAVO-TO-MEME-KAME,Hot-rolled channels,abstract_material,"Hot-rolled steel channels, steel grades",t,1833.06,1563.39,5268.34,2669.27,12,EUR,64,METO-KAPU-KAPUVO,"09G2S, 12G2S, No. 12U-24U, No. 12P-24P • 09G2S, 12G2S, No. 27U-30U, No. 27P-30P • 09G2S, 12G2S, No. 40U, No. 40P • 09G2S, 12G2S, No. 5U-10U, No. 5P-10P • C255-C440, No. 12U-24U, No. 12P-24P • C255-C44"
MERI-ME-KARI-MEKA,Rolled waterproofing materials,abstract_material,,m2,22.24,0.28,85.86,24.86,82,EUR,64,RILI-KAME-KARIDX,"High-density polyethylene (HDPE) geomembrane, smooth, thickness 1 mm • High-density polyethylene (HDPE) geomembrane, smooth, thickness ME.SA mm • High-density polyethylene (HDPE) geomembrane, smooth, "
RITO-LI-KARI-KARI,Pipeline assemblies,abstract_material,,t,16.08,1.14,16.65,13.09,1,EUR,64,TOTO-KAPU-TOVOPU,"Loading onto a motor vehicle: materials transported in bags and packages, with a weight of up to 51 kilograms per item • Unloading from a motor vehicle: materials transported in bags and packages, wit"
KAME-LI-MEME-KASA,Metal ties,abstract_material,"Welding rod made of lanthanated tungsten VL, diameter ME.NE-TO mm",pcs,329.21,0,17312.49,5502.17,2,EUR,62,SAME-KAME-KAKALI,"vinyl plastic welding rod, diameter 3 mm • low-pressure polyethylene welding rod, diameter 4 mm"
MEME-RI-KAPU-KANE,Bath screens,abstract_material,,pcs,27.9,0.04,169.01,48.89,5,EUR,61,TONE-MEVO-KAKALI,"Wooden mounting block, dimensions 2200x60 mm • Wooden pallet (Euro), dimensions 1200x800 mm • Sink base, dimensions 500x600 mm, made of LSDSP, dimensions 600x820x560 mm • Wooden dowel, dimensions 8x40"
RITO-VO-KASA-MESA,Cast iron fittings,abstract_material,,pcs,33.43,12.98,138.14,48.07,30,EUR,60,TOPU-KAME-METOVO,"Cast iron wellhead for sealing wells, casing diameter 107-127 mm, outlet diameter 32 mm • Cast iron wellhead for sealing wells, casing diameter 127-140 mm, outlet diameter 32-40 mm • Cast iron wellhea"
MERI-RI-KANE-KANE,Polyurethane foam shells,abstract_material,"Foil-coated polyurethane foam thermal insulation segments, length 1000 mm, thickness",set,30.89,6.43,155.01,53.24,17,EUR,60,RISA-KATO-KALIRI,"30 mm, inner diameter 108 mm • 30 mm, inner diameter 133 mm • 30 mm, inner diameter 159 mm • 30 mm, inner diameter 219 mm • 30 mm, inner diameter 57 mm • 30 mm, inner diameter 76 mm • 30 mm, inner dia"
KAVO-TO-KAPU-KARI,Corrosion-resistant and heat-resistant round steel,abstract_material,Hot-rolled steel,t,6104.59,1491.81,16503.1,6394.72,65,EUR,60,METO-KATO-KAKARI,"square, steel grade 12Kh18N10T, square side 14-50 mm • square, steel grade 12Kh18N10T, square side 52-70 mm • square, steel grade 12Kh18N10T, square side 6-12 mm • square, steel grade 12Kh18N10T, side"
RIPU-TO-KASA-MESA,Fittings and connecting parts,abstract_material,Tee,pcs,15.94,0.17,2051.27,98.25,237,EUR,59,TOPU-KARI-KAKAME,"made of cross-linked polyethylene transition piece, diameter 16 mm • made of cross-linked polyethylene transition piece, diameter 20 mm • made of cross-linked polyethylene transition piece, diameter 2"
MERI-RI-KATO-KALI,Liquid thermal insulation coating,abstract_material,"Water-based universal liquid ceramic thermal insulation coating, fire safety characteristics G1, B1,",l,35.18,35.18,35.18,35.18,1,EUR,59,RISA-KALI-KAKAME,
RIRI-RI-KARI-MEPU,Galvanized steel wire for overhead communication lines,abstract_material,Galvanized steel wire,t,3676.4,3511.3,5070.28,3864.55,14,EUR,59,MEPU-KAME-KAPUKA,"for overhead communication lines, ordinary, normal precision, classes 1, 2, diameter RI.KA mm • for overhead communication lines, ordinary, normal precision, classes 1, 2, diameter RI.SA mm • for over"
RIRI-RI-KARI-KADX,Hooks,abstract_material,Hooks for fastening insulators,kg,1353.82,5.98,7700.3,2804.43,2,EUR,59,PUNE-KAPU-KAKADX,"KN-12 • KN-16 • KN-18 • KN-22, suspended for fastening insulators of KPD-20 communication lines • galvanized steel band, hook diameter 20 mm • galvanized steel through, diameter M16, length 240 mm • g"
KAVO-ME-KARI-RIKA,Cast iron mooring bollards,abstract_material,,t,11936.23,4621.84,13334.76,9020.8,21,EUR,59,MESA-MESA-KAKAME,Intermediate connectors 24-2/2a • Intermediate connectors 28-2/2a • Intermediate connectors 32-2/2a • Intermediate connectors 36-2/2a • Cast iron marine replaceable double-headed bollards (TSD) for mo
KAME-RI-KATO-KASA,Primer,abstract_material,,kg,5.17,1.44,60.63,14.58,9,EUR,57,RILI-KATO-KAKADX,"Bitumen mastic (primer) with organic solvents for preparing concrete, cement-sand, and metal surfaces before laying roofing and waterproofing materials, temperature range from -30 to +45 °C, consumpti"
KALI-RI-KARI-KASA,Steel saddle for fastening wooden supports,abstract_material,"Steel saddle for fastening wooden supports, dimensions 420x70x110 mm, steel thickness 8 mm",pcs,20.24,20.24,20.24,20.24,1,EUR,57,MESA-MEPU-KAPUNE,
KASA-ME-KATO-MENE,Precast reinforced concrete structures,abstract_material,"Pre-stressed reinforced concrete beams for temperature-uncut span structures, B35 concrete, reinforc",pcs,1843.24,0,1843.24,1536.04,1,EUR,56,MEVO-KAME-KAKANE,
KAVO-ME-KARI-MENE,"Steel screw pile, shaft diameter 89 mm",abstract_material,Pile,pcs,1294.08,25.19,13971.64,1987.11,378,EUR,55,MESA-MERI-KASANE,"Galvanized steel drill pipe with flat tip, pipe diameter 159 mm, wall thickness 8 mm, length 10,000 mm • Galvanized steel drill pipe with flat tip, pipe diameter 159 mm, wall thickness 8 mm, length 12"
MEME-ME-KAME-MEKA,Architraves,abstract_material,Architrave,m,8.61,1.38,47.87,12.15,38,EUR,55,RIVO-METO-KARIVO,"smooth hardwood, cross-section 100x12 mm • smooth hardwood, cross-section 120x12 mm • smooth hardwood, cross-section 40x16 mm • smooth hardwood, cross-section 50x16 mm • smooth hardwood, cross-section"
RIPU-TO-KASA-KAVO,Polymer bends with embedded electric heaters,abstract_material,Elbow,pcs,56.29,0.8,658.51,113.29,182,EUR,55,TOPU-KANE-KARIKA,"15° polypropylene corrugated socket, ring stiffness SN10, diameter 250 mm • 15° polypropylene corrugated socket, ring stiffness SN10, diameter 315 mm • 30° polypropylene corrugated socket, ring stiffn"
KASA-ME-KARI-KANE,Reinforced concrete attachments,abstract_material,Extensions,m3,1008.42,852.43,1126.42,988.53,5,EUR,55,NERI-RIRI-KAKASA,"precast reinforced concrete, volume up to KA.RI m3, B25 concrete, reinforcement consumption from 100 to 150 kg/m3 • precast reinforced concrete, volume up to KA.RI m3, B25 concrete, reinforcement cons"
KAME-PU-KAME-MEKA,Augers,abstract_material,Auger,pcs,3017.16,153.95,28263.1,5995.7,77,EUR,54,SATO-KARI-RIDXRI,"drill bit without through hole, length 1500 mm, diameter 90 mm • drill bit without through hole, length 2000 mm, diameter 200 mm • drill bit, length 1500 mm, diameter 135 mm • drill bit, length 1500 m"
RITO-TO-KAME-KARI,Steel casing pipes,abstract_material,"Seamless steel casing pipes for welding, weighted, outer diameter 73 mm, wall thickness 16 mm",m,72.05,72.05,72.05,72.05,1,EUR,54,TOTO-KAPU-KAPUKA,
KAME-LI-KAVO-KARI,Surface-active additives,abstract_material,Additive,kg,9430.01,5742.46,22765.63,12366.99,1,EUR,54,NESA-MEPU-KAKAME,"(PAV) liquid for stabilizing and strengthening soils when constructing road bases, density ME.MEME-ME.RIKA g/cm3 • (surfactant) powder for stabilizing and strengthening soils when constructing road ba"
KASA-ME-KALI-METO,Panels,abstract_material,"Reinforced concrete fence panels, volume",pcs,743.65,249.89,918.36,669.78,1,EUR,54,MEVO-KARI-KATOKA,"up to KA.RI m3, concrete B15, reinforcement consumption up to 50 kg/m3 • up to KA.LI m3, concrete B22.5, reinforcement consumption from 50 to 100 kg/m3 • up to KA.LI m3, concrete B25, reinforcement co"
KAVO-TO-KAVO-KARI,Angle steel,abstract_material,Hot-rolled steel angle,t,1461.25,1247.79,2435.28,1654.83,14,EUR,54,METO-KAPU-KATOSA,"equal-sided, steel grade 09G2S, 12G2S, shelf width 100-125 mm, shelf thickness 6-16 mm • equal-sided, steel grade 09G2S, 12G2S, shelf width 140-160 mm, shelf thickness 9-20 mm • equal-sided, steel gra"
