resource_code,resource_name,resource_type,category,unit,unit_rate_avg,unit_rate_min,unit_rate_max,avg_cost_per_use,avg_quantity_per_use,currency,usage_count,price_variants,used_in_items_count,regions,parent_work_category,parent_collection,parent_department
KAVO-ME-KARI-MEME_KAKARITO,"Simple construction forgings (staples, fasteners, clamps), weight up to ME.NE kg",material,Steel & Metal,kg,67.31,4.7,174.18,886.4,31.6556,EUR,2190,2,2190,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,Communication equipment;Equipment for coal and peat industry enterprises;Roofs,PUMPS;ОБОРУДОВАНИЕ ДЛЯ ЭЛЕКТРОМАШИНОСТРОЕНИЯ
RI_MEKAKA_KATO,Grade 3 worker,labor,Labor Grades,hrs,15.2,15.2,15.2,1278.1,84.0812,EUR,2130,1,2130,ENG_TORONTO,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;REPAIR AND CONSTRUCTION WORKS,"Communication equipment;Pile driving, sinking wells, soil stabilization;Roofs",COATING WITH PAINT AND VARNISH MATERIALS;WOODEN STRUCTURES
MEPU-SA-KADX-KAME_KAKAKAME,"Technical acetone, grade I",material,Other,kg,47.46,2.69,99.47,101.08,3.7952,EUR,2088,2,2088,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,Communication equipment;Inspection of welded joints;Structures in rural construction,COATING WITH PAINT AND VARNISH MATERIALS;GREENHOUSES AND VEGETABLE STORAGE FACILITIES
DXME-KASA-KARI_KAKANE,"Gantry cranes, lifting capacity 50 t",equipment,Cranes,Machine hours,1780.74,152.28,5639.88,4970.97,3.1349,EUR,2028,3,1437,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,Equipment for hydroelectric power stations and hydraulic structures;Precast concrete and reinforced concrete structures;Process pipelines,BUILDINGS AND BUILDING FRAMES;ГИДРОЭНЕРГЕТИЧЕСКОЕ ОБОРУДОВАНИЕ
DXME-MEPU-KARI_KAKARI,"Trucks, load capacity up to 8 tons",equipment,Trucks & Vehicles,Machine hours,359.78,23.14,856.91,2037.68,5.4981,EUR,2021,2,2021,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;MAJOR EQUIPMENT REPAIRS;МОНТАЖ ОБОРУДОВАНИЯ,Communication equipment;Equipment for coal and peat industry enterprises;Изготовление технологических металлических конструкций в условиях производственных баз,CITY TELEPHONE COMMUNICATIONS;АРМАТУРА ДЛЯ ОБЪЕКТОВ МАГИСТРАЛЬНОГО ТРУБОПРОВОДНОГО ТРАНСПОРТА НЕФТИ И НЕФТЕПРОДУКТОВ
KAME-LI-MEME-KALI_KAKAPUME,"Welding electrodes for welding low-alloy and carbon steels E55, diameter 4 mm",material,Steel & Metal,t,63005.41,3973.9,147181.31,2660.74,0.056,EUR,1982,2,1982,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Equipment for coal and peat industry enterprises;Pile driving, sinking wells, soil stabilization;Оборудование сельскохозяйственных производств",CABLEWAYS;MECHANICAL PART OF FURNACES
KALI-RI-KALI-MERI_KAKAKAME,"Auxiliary metal structures predominantly made of thick-gauge steel or rolled sections, with or without holes",material,Steel & Metal,t,40881.21,4036.39,149495.91,2449.68,0.3102,EUR,1970,2,1970,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;MAJOR EQUIPMENT REPAIRS;МОНТАЖ ОБОРУДОВАНИЯ,"Pile driving, sinking wells, soil stabilization;Wooden structures of hydraulic engineering structures;Технологические трубопроводы","MISCELLANEOUS WORKS;RESIDENTIAL, PUBLIC, AND ADMINISTRATIVE AND UTILITY BUILDINGS OF INDUSTRIAL ENTERPRISES"
ME_MEKAKA_TODX,Worker Category 1,labor,Labor Grades,hrs,16.93,16.93,16.93,7871.19,465.0566,EUR,1933,1,1933,ENG_TORONTO,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;REPAIR AND CONSTRUCTION WORKS,Equipment for healthcare institutions and medical industry enterprises;Equipment for printing industry enterprises;Rolling mill equipment,COATING WITH PAINT AND VARNISH MATERIALS;CONVEYORS FOR GRAIN AND GRAIN PROCESSING PRODUCTS
KAME-LI-MEDX-KAPU_KAKATOME,Rubber gaskets (pressed technical plate),material,Rubber & Gaskets,kg,71.01,6.09,225.71,421.7,9.5368,EUR,1881,2,1881,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Devices, automation and computing equipment;Roofs;Оборудование сельскохозяйственных производств",WOODEN STRUCTURES;ГИДРОЭНЕРГЕТИЧЕСКОЕ ОБОРУДОВАНИЕ
KAME-LI-RIKA-KAVO_KAKASAME,Colored cotton rags,material,Other,kg,4.77,2.39,88.65,5.07,1.4468,EUR,1846,2,1846,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,Painting work;Roofs;Stove work,BUILDINGS AND BUILDING FRAMES;WOODEN STRUCTURES
ME_MEKAKA_SAKA,Worker Category 1,labor,Labor Grades,hrs,19.67,19.67,19.67,4889.17,248.542,EUR,1829,1,1829,ENG_TORONTO,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;REPAIR AND CONSTRUCTION WORKS,"Communication equipment;Devices, automation and computing equipment;Pile driving, sinking wells, soil stabilization",COATING WITH PAINT AND VARNISH MATERIALS;LOCAL TELEPHONE COMMUNICATIONS
KAME-TO-KARI-KARI_KAKAKARI,"Argon gas, highest grade",material,Other,m3,98.6,5.76,213.31,384.1,3.9687,EUR,1813,2,1813,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,Nuclear power plant equipment;Process pipelines;Thermal power equipment,MISCELLANEOUS WORKS;АРМАТУРА ДЛЯ ОБЪЕКТОВ МАГИСТРАЛЬНОГО ТРУБОПРОВОДНОГО ТРАНСПОРТА НЕФТИ И НЕФТЕПРОДУКТОВ
ME_MEKAKA_PURI,Worker Category 1,labor,Labor Grades,hrs,17.63,17.63,17.63,9258.28,525.2102,EUR,1798,1,1798,ENG_TORONTO,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;REPAIR AND CONSTRUCTION WORKS,"Devices, automation and computing equipment;Pile driving, sinking wells, soil stabilization;Roofs",BUILDINGS AND BUILDING FRAMES;HEALTH CARE FACILITY EQUIPMENT
KAME-LI-KAVO-KAPU_KAKAKATO,Natural ground chalk,material,Other,t,2286.78,138.67,5136.03,9.33,0.0124,EUR,1789,2,1789,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,Communication equipment;Painting work;Rolling mill equipment,METAL STRUCTURES OF HYDRAULIC ENGINEERING STRUCTURES;MISCELLANEOUS WORKS
DXME-MEPU-KAPU_KAKAME,"Tractor units, load on the fifth wheel coupling up to 12 t",equipment,Trucks & Vehicles,Machine hours,401.27,27.64,1023.61,252.9,1.1328,EUR,1770,2,1770,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,Process pipelines;Water supply - outdoor networks;Оборудование предприятий пищевой промышленности,CABLEWAYS;ТРУБОПРОВОДЫ ТЕХНОЛОГИЧЕСКИЕ МЕЖЦЕХОВЫЕ
DXME-RIME-MEDX_KATONE,"Pipe cutting machines, maximum pipe diameter 426 mm",equipment,Pipe Equipment,Machine hours,13.95,0.97,35.88,1251.63,84.4524,EUR,1749,3,1220,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Devices, automation and computing equipment;Process pipelines;Технологические трубопроводы",MECHANICAL PART OF FURNACES;MISCELLANEOUS WORKS
DXME-KANE-KANE_KAPUVO,"Single-mast hoists, load capacity up to 500 kg, lifting height 45 m",equipment,Cranes,Machine hours,1.6,1.51,55.98,1.29,0.858,EUR,1739,2,1739,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,Painting work;Roofs;Stove work,"MISCELLANEOUS WORKS;RESIDENTIAL, PUBLIC, AND ADMINISTRATIVE AND UTILITY BUILDINGS OF INDUSTRIAL ENTERPRISES"
ME_MEKAKA_TONE,Worker Category 1,labor,Labor Grades,hrs,16.35,16.35,16.35,4980.66,304.62,EUR,1726,1,1726,ENG_TORONTO,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;REPAIR AND CONSTRUCTION WORKS,Equipment for healthcare institutions and medical industry enterprises;Rolling mill equipment;Tram tracks,BUILDINGS AND BUILDING FRAMES;WOODEN STRUCTURES
PU_MEKAKA_KADXKA,Personnel: 1 person-hour/machine-hour,operator,Machine Operators,Machine hours,14.98,14.85,29.69,636.41,42.8438,EUR,1652,2,1568,ENG_TORONTO,CONSTRUCTION WORK;EQUIPMENT INSTALLATION,"Equipment for coal and peat industry enterprises;Overhead work;Pile driving, sinking wells, soil stabilization",ANTI-CORROSION INSULATION OF STEEL PIPELINES;BUILDINGS AND BUILDING FRAMES
MEME-ME-KARI-KAPU_KAKATOME,"Round coniferous timber, unpeeled, length TO-NE.SA m, diameter 14-24 cm, grade II-III",material,Wood & Timber,m3,1244.21,189.59,7021.85,1333.55,4.2297,EUR,1652,2,1652,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,"Communication equipment;Pile driving, sinking wells, soil stabilization;Rolling mill equipment","RADIO COMMUNICATIONS, RADIO BROADCASTING, RADIOIFICATION, AND TELEVISION;WOODEN STRUCTURES"
DXME-MELI-KARI_KATORI,"Ultrasonic flaw detectors, thickness of the product being inspected up to 6000 mm",equipment,Testing Equipment,Machine hours,31.3,1.9,70.22,77.1,3.7072,EUR,1652,2,1652,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,Heat supply and gas pipelines - outdoor networks;Process pipelines;Walls,MISCELLANEOUS WORKS;АРМАТУРА ДЛЯ ОБЪЕКТОВ МАГИСТРАЛЬНОГО ТРУБОПРОВОДНОГО ТРАНСПОРТА НЕФТИ И НЕФТЕПРОДУКТОВ
KAME-LI-KADX-KARI_KAKATOME,ED-KZ waterproof short-delay electric detonators,material,Waterproofing,1000 pcs,4994.03,4994.03,4994.03,804.46,0.1731,EUR,1645,1,1645,ENG_TORONTO,CONSTRUCTION WORK,Drilling and blasting;Tunneling works;Tunnels and subways,"COVERING OF EXPLOSION AREAS AND DRILLING AND BLASTING WORKS ON ACTIVE RAILWAY TRACKS;LOOSENING OF ROCK SOILS WITH CHAMBER CHARGES, MASSIVE BLASTING OF SOILS FOR EJECTING AND DISPOSING OF EXCAVATIONS (CHANNELS)"
ME_MEKAKA_TOLI,Worker Category 1,labor,Labor Grades,hrs,16.54,16.54,16.54,3868.64,233.8704,EUR,1611,1,1611,ENG_TORONTO,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;REPAIR AND CONSTRUCTION WORKS,Equipment for building materials industry enterprises;Equipment for healthcare institutions and medical industry enterprises;Rolling mill equipment,BUILDINGS AND BUILDING FRAMES;WOODEN STRUCTURES
DXME-KANE-KATO_KANERI,Electricity: consumption KA.TODX kW·h/machine-hour,electricity,Electricity,Machine hours,0.05,0.05,0.05,1.48,28.6254,EUR,1586,1,1586,ENG_TORONTO,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;REPAIR AND CONSTRUCTION WORKS,"Devices, automation and computing equipment;Pile driving, sinking wells, soil stabilization;Rolling mill equipment",EQUIPMENT FOR SADDLE AND SADDLE PRODUCTION;PUMPS
KALI-RI-KALI-KAPU_KAKAKALI,Custom-made steel structures from rolled steel,material,Steel & Metal,t,67160.89,4428.03,164000.93,30577.67,0.4485,EUR,1572,2,1572,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,"Equipment for coal and peat industry enterprises;Pile driving, sinking wells, soil stabilization;Wooden structures of hydraulic engineering structures",INSTALLATION OF INTERNAL ENGINEERING NETWORKS IN TEMPORARY BUILDINGS AND STRUCTURES;ГИДРОЭНЕРГЕТИЧЕСКОЕ ОБОРУДОВАНИЕ
DXME-RIME-MENE_KAMERI,Hydraulic presses with electric drive,equipment,Other,Machine hours,5.4,0.47,17.23,49.34,9.0739,EUR,1570,3,1128,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Devices, automation and computing equipment;Изготовление технологических металлических конструкций в условиях производственных баз;Технологические трубопроводы",TURBINE AUXILIARY EQUIPMENT;ГИДРОЭНЕРГЕТИЧЕСКОЕ ОБОРУДОВАНИЕ
DXME-MELI-KAPU_MELIME,"Welding machines for manual arc welding, welding current up to 500 A",equipment,Welding Equipment,Machine hours,27.33,2.04,75.41,115.27,25.2497,EUR,1555,3,1199,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,"Heat supply and gas pipelines - outdoor networks;Pile driving, sinking wells, soil stabilization;Process pipelines",BUILDINGS AND BUILDING FRAMES;MISCELLANEOUS WORKS
TO_RIKAKA_KAME,Category I engineer,labor,Labor Grades,person-hour,27.46,27.46,27.46,3718.09,135.3824,EUR,1536,1,1536,ENG_TORONTO,COMMISSIONING;EQUIPMENT INSTALLATION;MAJOR EQUIPMENT REPAIRS,Automated control systems;Lifting and transport equipment;Water supply and sewerage facilities,CABLEWAYS;SYNCHRONOUS GENERATORS AND EXCITERS
PU_MEKAKA_KAVOKA,Personnel: 2 man-hours/machine-hour,operator,Machine Operators,Machine hours,17.38,13.9,83.38,611.4,29.544,EUR,1525,4,1405,ENG_TORONTO,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;REPAIR AND CONSTRUCTION WORKS,"Communication equipment;Overhead work;Pile driving, sinking wells, soil stabilization","MISCELLANEOUS WORKS;RESIDENTIAL, PUBLIC, AND ADMINISTRATIVE AND UTILITY BUILDINGS OF INDUSTRIAL ENTERPRISES"
KAME-ME-KARI-KAVO_MEKAPUKA,"PMB brand paronite sheet (PON-A, PON-B), thickness from KA.PU to 5 mm",material,Rubber & Gaskets,kg,52.64,3.64,134.84,1118.39,17.843,EUR,1521,2,1521,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;MAJOR EQUIPMENT REPAIRS;МОНТАЖ ОБОРУДОВАНИЯ,"Compressor units, pumps, and fans;Devices, automation and computing equipment;Equipment for coal and peat industry enterprises",MECHANICAL EQUIPMENT FOR HYDRAULIC STRUCTURES;ГИДРОЭНЕРГЕТИЧЕСКОЕ ОБОРУДОВАНИЕ
ME_MEKAKA_TOME,Worker Category 1,labor,Labor Grades,hrs,15.39,15.39,15.39,2972.51,193.1154,EUR,1517,1,1517,ENG_TORONTO,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;REPAIR AND CONSTRUCTION WORKS,Painting work;Roofs;Stove work,EQUIPMENT FOR SADDLE AND SADDLE PRODUCTION;WOODEN STRUCTURES
DXME-MEPU-KARI_KAKAPU,"Flatbed trucks, load capacity up to 15 t",equipment,Trucks & Vehicles,Machine hours,527.32,35.77,1324.7,4876.38,11.4339,EUR,1513,2,1513,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,Electrical engineering industry equipment;Equipment for coal and peat industry enterprises;Технологические трубопроводы,АРМАТУРА ДЛЯ ОБЪЕКТОВ МАГИСТРАЛЬНОГО ТРУБОПРОВОДНОГО ТРАНСПОРТА НЕФТИ И НЕФТЕПРОДУКТОВ;ГИДРОЭНЕРГЕТИЧЕСКОЕ ОБОРУДОВАНИЕ
TO_RIKAKA_KARI,Category II Engineer,labor,Labor Grades,person-hour,25.04,25.04,25.04,2639.31,105.4181,EUR,1512,1,1512,ENG_TORONTO,COMMISSIONING;EQUIPMENT INSTALLATION;MAJOR EQUIPMENT REPAIRS,Automated control systems;Lifting and transport equipment;Water supply and sewerage facilities,REFRIGERATION UNITS;SYNCHRONOUS GENERATORS AND EXCITERS
ME_MEKAKA_PUME,Worker Category 1,labor,Labor Grades,hrs,17.37,17.37,17.37,10348.15,595.6684,EUR,1507,1,1507,ENG_TORONTO,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;REPAIR AND CONSTRUCTION WORKS,"Devices, automation and computing equipment;Pile driving, sinking wells, soil stabilization;Roofs",BUILDINGS AND BUILDING FRAMES;COATING WITH PAINT AND VARNISH MATERIALS
KAME-LI-MESA-KARI_KAKAVORI,"Steel bolts with hexagonal heads, thread diameter M8 (M10, M12, M14), length 16-160 mm",material,Steel & Metal,t,53579.48,3350.15,124079.63,2030.77,0.0463,EUR,1483,2,1483,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,"Communication equipment;Devices, automation and computing equipment;Roofs",LIFTS;MISCELLANEOUS WORKS
MEME-ME-KATO-KASA_KAKANESA,"Unedged coniferous boards, natural moisture content, length RI-NE.SA m, width 100-250, thickness 30-50 mm, grade III",material,Wood & Timber,m3,3389.37,487.52,18056.45,791.61,0.656,EUR,1447,2,1447,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,"Communication equipment;Pile driving, sinking wells, soil stabilization;Roofs",LOCAL TELEPHONE COMMUNICATIONS;ГИДРОЭНЕРГЕТИЧЕСКОЕ ОБОРУДОВАНИЕ
KAME-TO-KASA-MELI_KAKAKARI,Pine rosin,material,Other,kg,191.05,11.28,417.7,50.55,0.4866,EUR,1422,2,1422,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Signaling, centralization, interlocking, and contact network equipment for railway transport;Оборудование предприятий кинематографии;Оборудование предприятий текстильной промышленности",LIFTS;LOCAL TELEPHONE COMMUNICATIONS
ME_MEKAKA_TORI,Worker Category 1,labor,Labor Grades,hrs,15.58,15.58,15.58,2507.9,160.9293,EUR,1420,1,1420,ENG_TORONTO,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;REPAIR AND CONSTRUCTION WORKS,Painting work;Roofs;Stove work,RYAZHI;WOODEN STRUCTURES
KAPU-ME-KARI-KASA,Heavy concrete mixes,material,Concrete & Cement,m3,140.11,140.11,140.11,7131.71,50.899,EUR,1417,1,1417,ENG_TORONTO,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS,"Metal structures of hydraulic engineering structures;Pile driving, sinking wells, soil stabilization;Roofs","MISCELLANEOUS WORKS;RESIDENTIAL, PUBLIC, AND ADMINISTRATIVE AND UTILITY BUILDINGS OF INDUSTRIAL ENTERPRISES"
RI_MEKAKA_KANE,Grade 6 worker,labor,Labor Grades,hrs,22.99,22.99,22.99,1938.35,84.3031,EUR,1405,1,1405,ENG_TORONTO,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;REPAIR AND CONSTRUCTION WORKS,Communication equipment;Railways;Ventilation and air conditioning,CABLEWAYS;REFRIGERATION UNITS
DXME-KADX-KASA_KARIRI,"Broad gauge shunting locomotives, power 550 kW (750 hp)",equipment,Other,Machine hours,1878.91,179.74,6656.96,2665.64,2.0871,EUR,1399,2,1399,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Earthworks;Process pipelines;Signaling, centralization, interlocking, and contact network equipment for railway transport",PUMPS;TURBINE AUXILIARY EQUIPMENT
DXME-MEPU-KARI_KAKATO,"Flatbed trucks, load capacity up to 10 tons",equipment,Trucks & Vehicles,Machine hours,211.06,23.5,870.25,552.05,3.488,EUR,1395,2,1395,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,"Communication equipment;Electrical engineering industry equipment;Pile driving, sinking wells, soil stabilization",PUMPS;RYAZHI
DXME-KANE-KATO_KASASA,Electricity: consumption KA.TODX kW·h/machine-hour,electricity,Electricity,Machine hours,0.05,0.05,0.05,2.11,40.8958,EUR,1389,1,1389,ENG_TORONTO,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;REPAIR AND CONSTRUCTION WORKS,"Devices, automation and computing equipment;Equipment for coal and peat industry enterprises;Rolling mill equipment",COMPENSATORS AND INSPECTION LIGHTS;WEIGHING EQUIPMENT
DXME-KANE-KATO_KASAPU,Mine maneuvering winches for pulling mine cars to the first break,equipment,Hoists & Winches,Machine hours,1.36,1.36,1.36,114.94,84.7095,EUR,1381,1,1381,ENG_TORONTO,CONSTRUCTION WORK,Tunneling works,MINING WORKS PERFORMED BY CONVENTIONAL METHODS
